,funct,article,verb,auxverb,social,family,friend,humans,affect,posemo,negemo,anx,anger,past,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,present,percept,see,hear,feel,bio,body,health,sexual,future,ingest,adverb,preps,conj,negate,pronoun,quant,number,swear,relativ,motion,space,time,ppron,work,achieve,leisure,home,money,relig,death,i,assent,nonfl,filler,we,you,shehe,they,ipron
7e76e4ddfbe08dcffad1c0818f61e84d,410.0,44.0,154.0,97.0,76.0,1.0,1.0,2.0,56.0,34.0,22.0,2.0,5.0,30.0,6.0,155.0,32.0,15.0,22.0,26.0,9.0,1.0,26.0,33.0,99.0,36.0,8.0,5.0,14.0,18.0,6.0,5.0,1.0,15.0,6.0,45.0,80.0,49.0,11.0,87.0,18.0,3.0,0.0,91.0,11.0,44.0,37.0,48.0,28.0,12.0,14.0,3.0,4.0,1.0,2.0,3.0,6.0,1.0,5.0,0.0,5.0,39.0,1.0,39.0
7f1e19cf6c828b2b6a6953fa127a0351,2915.0,392.0,745.0,453.0,560.0,22.0,16.0,65.0,382.0,210.0,170.0,25.0,75.0,199.0,26.0,812.0,95.0,81.0,67.0,128.0,86.0,33.0,261.0,119.0,442.0,159.0,71.0,41.0,38.0,168.0,71.0,48.0,10.0,51.0,40.0,247.0,622.0,319.0,76.0,746.0,127.0,49.0,11.0,741.0,102.0,277.0,353.0,461.0,60.0,90.0,82.0,21.0,14.0,44.0,47.0,184.0,45.0,17.0,9.0,45.0,137.0,58.0,37.0,285.0
7f32cebae2e681bce773258dceae0b3d,3177.0,267.0,982.0,491.0,591.0,58.0,15.0,81.0,501.0,298.0,197.0,28.0,65.0,191.0,61.0,931.0,130.0,85.0,118.0,195.0,87.0,41.0,220.0,159.0,655.0,117.0,35.0,33.0,39.0,245.0,73.0,95.0,38.0,46.0,53.0,351.0,708.0,335.0,58.0,983.0,134.0,26.0,37.0,930.0,164.0,327.0,419.0,697.0,51.0,76.0,69.0,65.0,33.0,55.0,3.0,458.0,45.0,8.0,18.0,41.0,79.0,84.0,35.0,286.0
7fc29084716097cb81f5be35b7290392,2462.0,239.0,561.0,297.0,297.0,14.0,5.0,38.0,230.0,181.0,49.0,5.0,16.0,128.0,12.0,699.0,92.0,57.0,81.0,144.0,79.0,31.0,162.0,144.0,340.0,87.0,38.0,20.0,23.0,82.0,27.0,14.0,12.0,33.0,30.0,294.0,590.0,266.0,32.0,687.0,126.0,49.0,12.0,830.0,121.0,286.0,410.0,474.0,69.0,81.0,74.0,40.0,21.0,12.0,4.0,342.0,27.0,5.0,16.0,19.0,84.0,14.0,15.0,213.0
7fff563829c6ccdc0a5cd5d34e1f86c9,545.0,56.0,175.0,105.0,127.0,9.0,5.0,16.0,117.0,64.0,52.0,7.0,18.0,20.0,18.0,153.0,18.0,15.0,25.0,29.0,13.0,0.0,31.0,32.0,129.0,29.0,11.0,9.0,5.0,57.0,15.0,24.0,12.0,9.0,6.0,57.0,116.0,39.0,15.0,143.0,23.0,8.0,11.0,150.0,10.0,66.0,69.0,112.0,12.0,18.0,24.0,20.0,8.0,10.0,1.0,53.0,9.0,1.0,6.0,4.0,26.0,27.0,2.0,31.0
802766e3b0c3d6aea9e0fe9359c6ae87,61.0,11.0,9.0,3.0,12.0,0.0,0.0,1.0,22.0,15.0,7.0,0.0,0.0,1.0,6.0,26.0,3.0,4.0,1.0,2.0,3.0,0.0,8.0,4.0,7.0,10.0,5.0,3.0,0.0,11.0,3.0,7.0,1.0,0.0,0.0,8.0,15.0,12.0,2.0,12.0,4.0,0.0,0.0,20.0,5.0,8.0,7.0,10.0,2.0,6.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0
802ee999690da0796de8f001fd30c658,683.0,74.0,170.0,98.0,128.0,10.0,6.0,14.0,85.0,71.0,13.0,4.0,3.0,22.0,2.0,189.0,27.0,21.0,15.0,25.0,25.0,5.0,52.0,26.0,118.0,30.0,14.0,12.0,3.0,26.0,12.0,6.0,5.0,11.0,4.0,53.0,163.0,64.0,13.0,197.0,28.0,14.0,0.0,200.0,33.0,72.0,91.0,129.0,13.0,18.0,22.0,9.0,2.0,5.0,0.0,85.0,7.0,2.0,5.0,5.0,25.0,4.0,10.0,68.0
8106f47a74c8daa9addfd4f676edd7c1,51.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,16.0,8.0,8.0,0.0,2.0,2.0,3.0,9.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,5.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,19.0,2.0,4.0,9.0,4.0,1.0,1.0,26.0,1.0,18.0,3.0,5.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0
810e9b1b51be95b66789783641e2285a,481.0,64.0,113.0,54.0,80.0,3.0,2.0,19.0,57.0,38.0,18.0,1.0,8.0,29.0,3.0,141.0,17.0,10.0,9.0,19.0,10.0,7.0,55.0,18.0,70.0,14.0,4.0,4.0,4.0,33.0,11.0,11.0,4.0,4.0,9.0,33.0,128.0,59.0,8.0,134.0,18.0,5.0,2.0,161.0,24.0,80.0,52.0,94.0,25.0,17.0,19.0,15.0,13.0,3.0,1.0,64.0,9.0,1.0,3.0,7.0,4.0,9.0,10.0,40.0
81225103c421dc24e2d1e3bec612181d,1581.0,166.0,450.0,263.0,255.0,6.0,11.0,27.0,250.0,161.0,88.0,4.0,46.0,80.0,20.0,461.0,58.0,39.0,66.0,116.0,40.0,5.0,93.0,102.0,313.0,101.0,45.0,32.0,21.0,120.0,53.0,21.0,46.0,31.0,16.0,159.0,277.0,159.0,65.0,527.0,82.0,24.0,38.0,353.0,50.0,126.0,170.0,352.0,31.0,35.0,63.0,5.0,18.0,26.0,6.0,227.0,30.0,1.0,38.0,14.0,73.0,16.0,22.0,175.0
8203a6773a849317241320a1f58ff9c7,978.0,126.0,210.0,110.0,121.0,3.0,2.0,10.0,145.0,103.0,40.0,5.0,20.0,50.0,5.0,268.0,36.0,21.0,24.0,52.0,28.0,8.0,65.0,50.0,131.0,66.0,34.0,19.0,13.0,36.0,14.0,13.0,7.0,10.0,2.0,89.0,255.0,95.0,9.0,262.0,58.0,19.0,1.0,291.0,40.0,108.0,137.0,167.0,32.0,44.0,62.0,17.0,22.0,8.0,8.0,124.0,4.0,6.0,15.0,1.0,25.0,13.0,4.0,95.0
82e932005d8c94bb93bcb54fa19f421c,9619.0,923.0,2317.0,1257.0,1940.0,83.0,58.0,183.0,1521.0,1034.0,483.0,65.0,161.0,381.0,109.0,2911.0,403.0,278.0,317.0,460.0,308.0,76.0,799.0,531.0,1582.0,552.0,237.0,143.0,121.0,596.0,211.0,145.0,137.0,145.0,120.0,955.0,1865.0,1068.0,217.0,3136.0,467.0,133.0,55.0,2209.0,317.0,919.0,915.0,2142.0,185.0,286.0,292.0,94.0,56.0,70.0,51.0,1144.0,185.0,57.0,123.0,106.0,694.0,93.0,105.0,994.0
830001159a2b25204f3e044ad8202044,918.0,129.0,206.0,118.0,248.0,7.0,9.0,31.0,173.0,125.0,48.0,4.0,27.0,30.0,6.0,285.0,33.0,25.0,30.0,41.0,36.0,17.0,91.0,46.0,156.0,25.0,12.0,7.0,4.0,40.0,5.0,14.0,13.0,8.0,8.0,47.0,228.0,98.0,34.0,226.0,49.0,15.0,0.0,227.0,29.0,106.0,79.0,136.0,24.0,33.0,18.0,14.0,8.0,14.0,1.0,30.0,2.0,2.0,3.0,22.0,62.0,8.0,14.0,90.0
83023d4a6bb892c99befda0560214d1b,300.0,34.0,82.0,52.0,78.0,10.0,3.0,6.0,47.0,37.0,10.0,0.0,5.0,5.0,4.0,86.0,22.0,6.0,23.0,21.0,11.0,0.0,5.0,22.0,70.0,11.0,6.0,3.0,1.0,8.0,2.0,2.0,4.0,2.0,0.0,12.0,69.0,23.0,11.0,89.0,13.0,8.0,0.0,75.0,14.0,17.0,42.0,66.0,5.0,9.0,6.0,2.0,5.0,2.0,2.0,31.0,0.0,0.0,1.0,0.0,27.0,1.0,7.0,23.0
8317892831287a1ab5dee86d218962f5,71.0,10.0,22.0,13.0,12.0,0.0,0.0,1.0,8.0,6.0,2.0,0.0,0.0,1.0,0.0,19.0,5.0,1.0,2.0,5.0,1.0,0.0,4.0,5.0,16.0,4.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,4.0,17.0,7.0,2.0,17.0,2.0,1.0,0.0,13.0,6.0,4.0,5.0,13.0,6.0,1.0,5.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0
8336bc67a69efe3aebbd0a10dcc7c51c,940.0,132.0,204.0,132.0,115.0,5.0,8.0,7.0,121.0,104.0,17.0,5.0,3.0,34.0,7.0,222.0,22.0,19.0,18.0,20.0,13.0,5.0,112.0,22.0,139.0,39.0,14.0,14.0,10.0,36.0,10.0,20.0,3.0,19.0,3.0,51.0,270.0,103.0,10.0,220.0,24.0,19.0,0.0,340.0,60.0,121.0,152.0,149.0,66.0,32.0,47.0,35.0,19.0,7.0,3.0,96.0,12.0,3.0,3.0,15.0,19.0,10.0,9.0,71.0
8364eb7ffc6fd539336436ead20aa0ff,299.0,37.0,91.0,51.0,30.0,1.0,0.0,2.0,54.0,29.0,25.0,1.0,13.0,26.0,5.0,84.0,13.0,8.0,6.0,4.0,12.0,5.0,24.0,11.0,55.0,11.0,2.0,3.0,4.0,12.0,4.0,4.0,5.0,4.0,0.0,35.0,68.0,21.0,8.0,75.0,12.0,3.0,8.0,105.0,16.0,33.0,54.0,46.0,21.0,16.0,6.0,1.0,1.0,3.0,2.0,34.0,5.0,1.0,4.0,5.0,5.0,2.0,0.0,29.0
8375086415bc4b649cfab71cf0768fd7,578.0,46.0,185.0,108.0,104.0,8.0,9.0,6.0,122.0,83.0,38.0,12.0,6.0,21.0,13.0,182.0,34.0,19.0,21.0,25.0,20.0,8.0,36.0,24.0,127.0,21.0,6.0,4.0,10.0,33.0,6.0,14.0,13.0,17.0,2.0,45.0,113.0,46.0,14.0,200.0,21.0,9.0,2.0,146.0,28.0,37.0,78.0,132.0,24.0,18.0,14.0,2.0,5.0,7.0,1.0,89.0,20.0,0.0,4.0,15.0,26.0,0.0,2.0,68.0
83b42f70e17daecbc41b785c2b9ce869,1089.0,106.0,293.0,163.0,189.0,19.0,4.0,20.0,187.0,130.0,56.0,7.0,21.0,75.0,12.0,310.0,44.0,50.0,33.0,56.0,28.0,10.0,57.0,61.0,180.0,74.0,39.0,12.0,16.0,57.0,21.0,11.0,10.0,16.0,17.0,111.0,198.0,98.0,39.0,367.0,41.0,11.0,3.0,261.0,30.0,110.0,113.0,260.0,28.0,22.0,25.0,11.0,4.0,16.0,9.0,166.0,28.0,2.0,14.0,7.0,65.0,12.0,10.0,107.0
845393074d907aa766c088442a2f1308,736.0,59.0,230.0,116.0,115.0,5.0,2.0,11.0,104.0,72.0,32.0,10.0,4.0,54.0,7.0,201.0,20.0,19.0,29.0,39.0,18.0,8.0,64.0,37.0,144.0,17.0,7.0,4.0,4.0,79.0,20.0,47.0,4.0,15.0,8.0,71.0,172.0,76.0,25.0,229.0,28.0,9.0,1.0,202.0,40.0,75.0,84.0,162.0,13.0,25.0,8.0,5.0,6.0,10.0,3.0,96.0,3.0,6.0,4.0,8.0,16.0,29.0,13.0,67.0
8461e84c68777737b77d15999d8f14c7,535.0,65.0,165.0,87.0,84.0,10.0,4.0,12.0,125.0,77.0,48.0,7.0,16.0,47.0,12.0,140.0,9.0,14.0,5.0,23.0,13.0,3.0,42.0,34.0,111.0,31.0,18.0,3.0,6.0,41.0,10.0,8.0,18.0,4.0,6.0,76.0,88.0,54.0,10.0,157.0,19.0,16.0,5.0,170.0,32.0,57.0,75.0,130.0,19.0,18.0,33.0,8.0,3.0,5.0,2.0,98.0,20.0,2.0,3.0,8.0,13.0,7.0,4.0,27.0
8478f29e49128de4b9333a3487af6a80,470.0,42.0,102.0,45.0,66.0,4.0,0.0,6.0,59.0,38.0,21.0,5.0,4.0,34.0,4.0,137.0,12.0,12.0,10.0,24.0,12.0,7.0,44.0,25.0,60.0,25.0,12.0,8.0,4.0,19.0,4.0,8.0,1.0,2.0,8.0,51.0,89.0,54.0,8.0,175.0,16.0,3.0,0.0,128.0,18.0,44.0,64.0,123.0,13.0,10.0,18.0,2.0,6.0,4.0,2.0,91.0,10.0,8.0,5.0,10.0,6.0,12.0,4.0,52.0
84a9b39b4c88bacf0d304eb9d849a6ac,426.0,51.0,111.0,67.0,67.0,2.0,2.0,10.0,73.0,42.0,31.0,5.0,7.0,18.0,11.0,124.0,18.0,14.0,11.0,15.0,9.0,10.0,33.0,23.0,81.0,27.0,11.0,4.0,8.0,30.0,7.0,6.0,13.0,4.0,5.0,49.0,81.0,43.0,13.0,129.0,17.0,5.0,3.0,112.0,19.0,41.0,51.0,70.0,10.0,14.0,12.0,5.0,6.0,3.0,2.0,41.0,7.0,1.0,1.0,10.0,16.0,1.0,2.0,59.0
84d1a2573b06e86b12370ce2c7563117,1602.0,120.0,464.0,253.0,200.0,18.0,9.0,22.0,226.0,145.0,79.0,8.0,26.0,78.0,18.0,439.0,40.0,52.0,49.0,59.0,20.0,17.0,138.0,106.0,336.0,60.0,29.0,13.0,11.0,88.0,30.0,31.0,19.0,18.0,11.0,176.0,325.0,221.0,23.0,462.0,64.0,41.0,5.0,473.0,59.0,146.0,259.0,322.0,58.0,21.0,38.0,17.0,7.0,7.0,12.0,240.0,31.0,9.0,10.0,9.0,26.0,38.0,9.0,140.0
850dda1a12b0f1caec1d317b5056e845,1292.0,128.0,315.0,163.0,221.0,15.0,3.0,12.0,165.0,99.0,65.0,6.0,12.0,101.0,11.0,372.0,41.0,18.0,40.0,64.0,40.0,13.0,118.0,77.0,180.0,64.0,18.0,22.0,20.0,51.0,22.0,20.0,4.0,13.0,8.0,131.0,299.0,160.0,31.0,363.0,61.0,21.0,5.0,347.0,50.0,130.0,162.0,239.0,30.0,34.0,27.0,25.0,17.0,31.0,3.0,123.0,9.0,5.0,8.0,32.0,45.0,26.0,13.0,124.0
855f69267caba188c45901861dd0c639,7038.0,649.0,1729.0,893.0,1314.0,88.0,48.0,144.0,1133.0,726.0,400.0,48.0,144.0,471.0,64.0,1977.0,246.0,183.0,213.0,324.0,196.0,60.0,481.0,359.0,1073.0,458.0,173.0,142.0,117.0,403.0,225.0,89.0,58.0,78.0,50.0,769.0,1408.0,691.0,172.0,2421.0,334.0,63.0,47.0,1951.0,258.0,740.0,903.0,1798.0,152.0,130.0,252.0,58.0,51.0,34.0,41.0,1223.0,206.0,38.0,102.0,86.0,303.0,105.0,81.0,623.0
859c84da14858bac7c88e96778cbad04,720.0,85.0,198.0,115.0,96.0,1.0,0.0,11.0,86.0,63.0,23.0,2.0,14.0,31.0,3.0,201.0,22.0,22.0,21.0,41.0,20.0,5.0,48.0,33.0,138.0,38.0,10.0,13.0,12.0,52.0,26.0,11.0,4.0,17.0,12.0,76.0,167.0,75.0,21.0,192.0,28.0,14.0,7.0,219.0,31.0,73.0,107.0,100.0,17.0,21.0,37.0,13.0,7.0,8.0,0.0,58.0,6.0,1.0,10.0,10.0,19.0,6.0,7.0,92.0
8604752e6154e3cb95ae7af5f9677309,1136.0,128.0,333.0,177.0,216.0,11.0,7.0,27.0,171.0,106.0,64.0,12.0,22.0,63.0,13.0,313.0,36.0,25.0,47.0,56.0,37.0,11.0,75.0,54.0,214.0,42.0,19.0,8.0,14.0,73.0,25.0,22.0,14.0,24.0,15.0,133.0,223.0,118.0,36.0,330.0,56.0,16.0,8.0,306.0,57.0,111.0,131.0,230.0,17.0,27.0,45.0,25.0,9.0,2.0,1.0,129.0,19.0,4.0,6.0,17.0,46.0,22.0,16.0,100.0
86a6ecb0d284ad33c8da77048a07dbc6,124.0,5.0,35.0,13.0,17.0,0.0,2.0,0.0,15.0,10.0,5.0,0.0,2.0,4.0,3.0,43.0,3.0,5.0,9.0,10.0,4.0,1.0,4.0,13.0,28.0,2.0,1.0,0.0,1.0,5.0,3.0,0.0,2.0,3.0,0.0,6.0,28.0,12.0,14.0,45.0,5.0,1.0,2.0,23.0,2.0,7.0,14.0,30.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,24.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,15.0
873c058aabc485ae206b8912daed8e97,577.0,61.0,166.0,90.0,115.0,2.0,1.0,18.0,107.0,81.0,25.0,4.0,6.0,25.0,9.0,174.0,33.0,22.0,17.0,25.0,19.0,12.0,36.0,21.0,114.0,37.0,19.0,14.0,4.0,29.0,11.0,3.0,14.0,10.0,2.0,43.0,119.0,53.0,16.0,178.0,36.0,6.0,1.0,166.0,18.0,72.0,66.0,116.0,38.0,18.0,32.0,7.0,6.0,8.0,6.0,67.0,3.0,2.0,13.0,4.0,29.0,7.0,9.0,62.0
87a4827e03a250458443caa5b961987a,1157.0,129.0,375.0,176.0,254.0,25.0,19.0,14.0,349.0,212.0,136.0,3.0,103.0,93.0,6.0,289.0,42.0,25.0,50.0,79.0,38.0,13.0,48.0,43.0,248.0,76.0,33.0,23.0,16.0,106.0,57.0,12.0,48.0,12.0,1.0,128.0,238.0,75.0,38.0,369.0,84.0,19.0,91.0,373.0,48.0,155.0,168.0,267.0,8.0,30.0,52.0,16.0,11.0,6.0,10.0,161.0,31.0,16.0,10.0,12.0,63.0,23.0,8.0,102.0
87a718e44be93a580cac8a40716a1c84,16.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,2.0,1.0,0.0,7.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
87ab3ba2cf5dd6ef4f4807a754dd968b,1451.0,199.0,380.0,257.0,289.0,6.0,2.0,65.0,227.0,143.0,84.0,11.0,27.0,46.0,18.0,405.0,56.0,47.0,35.0,59.0,63.0,17.0,69.0,74.0,282.0,65.0,33.0,13.0,14.0,59.0,13.0,18.0,26.0,19.0,3.0,108.0,306.0,133.0,60.0,347.0,80.0,39.0,2.0,272.0,28.0,96.0,143.0,203.0,43.0,36.0,36.0,4.0,10.0,10.0,17.0,81.0,27.0,3.0,8.0,15.0,51.0,42.0,14.0,144.0
87c27c042e2a8eb2c1ac6368aa7643a4,3443.0,273.0,936.0,440.0,488.0,19.0,5.0,77.0,547.0,318.0,226.0,11.0,121.0,212.0,51.0,918.0,131.0,71.0,110.0,201.0,97.0,34.0,172.0,194.0,633.0,125.0,49.0,31.0,39.0,285.0,132.0,61.0,79.0,39.0,32.0,508.0,695.0,362.0,89.0,1124.0,150.0,52.0,107.0,1145.0,139.0,377.0,605.0,779.0,196.0,133.0,87.0,58.0,34.0,17.0,4.0,624.0,86.0,47.0,45.0,16.0,70.0,42.0,27.0,345.0
87c4e9a2cc6b51680aa2c7aebc6f2a9f,6.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,7.0,2.0,5.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87c5e2f29196ae07635e92bb09db402a,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87d2d7a4004966e7ef5c48426e7ad621,1422.0,131.0,370.0,252.0,181.0,0.0,5.0,30.0,190.0,119.0,69.0,6.0,16.0,55.0,15.0,440.0,66.0,63.0,46.0,60.0,36.0,15.0,97.0,86.0,244.0,44.0,12.0,10.0,21.0,32.0,12.0,14.0,5.0,37.0,1.0,126.0,290.0,163.0,58.0,390.0,78.0,24.0,4.0,306.0,44.0,118.0,139.0,237.0,52.0,54.0,31.0,4.0,6.0,5.0,4.0,164.0,4.0,7.0,6.0,20.0,17.0,5.0,31.0,153.0
880df2e377e9b8612b5fd08eca1880f7,615.0,117.0,150.0,100.0,85.0,1.0,1.0,9.0,93.0,49.0,44.0,2.0,27.0,38.0,11.0,188.0,27.0,11.0,28.0,21.0,10.0,3.0,58.0,27.0,88.0,29.0,12.0,11.0,5.0,24.0,8.0,8.0,3.0,11.0,5.0,45.0,172.0,48.0,11.0,112.0,22.0,9.0,7.0,179.0,27.0,83.0,67.0,69.0,28.0,26.0,32.0,6.0,10.0,10.0,5.0,21.0,7.0,1.0,0.0,3.0,5.0,35.0,5.0,43.0
885bfa21524ffa461bf2e29b737ec146,483.0,37.0,146.0,81.0,92.0,4.0,0.0,6.0,75.0,52.0,23.0,5.0,3.0,29.0,11.0,199.0,30.0,17.0,24.0,30.0,24.0,13.0,42.0,32.0,85.0,19.0,7.0,5.0,5.0,29.0,14.0,6.0,7.0,11.0,3.0,34.0,97.0,56.0,25.0,148.0,24.0,2.0,1.0,88.0,15.0,38.0,32.0,79.0,16.0,9.0,10.0,5.0,6.0,3.0,1.0,40.0,8.0,1.0,4.0,14.0,17.0,2.0,6.0,69.0
88b3def9a32e31d4d880b62a1195dad2,2552.0,293.0,824.0,485.0,472.0,6.0,7.0,42.0,310.0,198.0,111.0,24.0,40.0,140.0,15.0,847.0,128.0,73.0,161.0,155.0,57.0,22.0,198.0,129.0,558.0,102.0,38.0,15.0,40.0,135.0,40.0,39.0,30.0,59.0,27.0,241.0,616.0,233.0,39.0,581.0,126.0,31.0,2.0,698.0,113.0,259.0,320.0,329.0,111.0,64.0,98.0,26.0,25.0,13.0,7.0,64.0,16.0,7.0,26.0,5.0,56.0,193.0,11.0,252.0
88eed2b03dd4973e98fdc350d8886ab8,2382.0,185.0,660.0,335.0,735.0,32.0,39.0,75.0,546.0,372.0,171.0,17.0,61.0,99.0,48.0,750.0,111.0,75.0,99.0,111.0,103.0,31.0,178.0,127.0,429.0,141.0,51.0,28.0,49.0,182.0,53.0,30.0,100.0,58.0,5.0,196.0,448.0,289.0,57.0,857.0,83.0,24.0,14.0,567.0,89.0,202.0,258.0,651.0,47.0,61.0,47.0,9.0,28.0,33.0,8.0,301.0,87.0,13.0,17.0,19.0,234.0,62.0,35.0,206.0
894b5273043ab3a14b702d54813a5efc,1137.0,101.0,293.0,166.0,159.0,12.0,0.0,8.0,148.0,76.0,69.0,6.0,32.0,53.0,13.0,370.0,50.0,27.0,42.0,61.0,51.0,16.0,80.0,73.0,208.0,54.0,22.0,16.0,14.0,50.0,22.0,17.0,4.0,16.0,9.0,108.0,226.0,119.0,27.0,373.0,47.0,14.0,11.0,262.0,47.0,88.0,113.0,243.0,20.0,25.0,26.0,6.0,7.0,5.0,6.0,154.0,13.0,5.0,17.0,21.0,43.0,11.0,14.0,130.0
8972a1f8b4c915484bb508bc9d59ad77,205.0,23.0,50.0,26.0,33.0,0.0,0.0,0.0,39.0,31.0,8.0,2.0,4.0,10.0,2.0,67.0,4.0,6.0,7.0,8.0,9.0,1.0,21.0,8.0,30.0,8.0,3.0,1.0,2.0,9.0,3.0,2.0,3.0,6.0,1.0,13.0,47.0,22.0,9.0,52.0,15.0,6.0,2.0,64.0,8.0,24.0,32.0,29.0,8.0,9.0,6.0,2.0,4.0,0.0,2.0,11.0,0.0,1.0,2.0,2.0,13.0,1.0,2.0,23.0
8a1a51c3dbe523dabb759504be82db4b,3276.0,233.0,932.0,504.0,429.0,12.0,23.0,58.0,479.0,287.0,185.0,30.0,70.0,156.0,32.0,1149.0,153.0,113.0,131.0,160.0,111.0,39.0,321.0,197.0,645.0,137.0,53.0,34.0,43.0,238.0,97.0,99.0,29.0,55.0,17.0,347.0,688.0,484.0,121.0,882.0,171.0,62.0,21.0,833.0,135.0,279.0,398.0,557.0,123.0,114.0,82.0,34.0,10.0,24.0,15.0,367.0,42.0,15.0,24.0,49.0,87.0,9.0,45.0,325.0
8a1c6e4eb35abbf1ae252628fca46cdb,3494.0,511.0,821.0,564.0,526.0,21.0,3.0,62.0,435.0,251.0,182.0,28.0,75.0,137.0,37.0,1120.0,149.0,132.0,103.0,186.0,109.0,35.0,303.0,194.0,542.0,159.0,67.0,49.0,33.0,181.0,57.0,45.0,29.0,70.0,54.0,297.0,797.0,390.0,109.0,727.0,206.0,52.0,15.0,746.0,97.0,359.0,272.0,375.0,110.0,106.0,97.0,19.0,36.0,46.0,41.0,114.0,20.0,8.0,24.0,53.0,88.0,64.0,56.0,352.0
8a1d8cc8e1989658a0fcda4be9ccb923,19.0,9.0,4.0,3.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8a920a24fc4a739e2e48026bf0082ef2,29.0,3.0,10.0,3.0,5.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,11.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,4.0,1.0,10.0,1.0,1.0,1.0,11.0,0.0,4.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
8ab36cb738078f37e06be2d0677c1e0c,20.0,2.0,5.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,1.0,3.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8ac3faf435c01b3c9ebc368dfdfb24fa,931.0,127.0,261.0,125.0,136.0,7.0,0.0,19.0,127.0,87.0,40.0,2.0,12.0,71.0,10.0,230.0,26.0,24.0,24.0,39.0,16.0,10.0,60.0,46.0,171.0,45.0,25.0,7.0,9.0,49.0,12.0,11.0,12.0,7.0,14.0,68.0,236.0,85.0,22.0,249.0,41.0,25.0,2.0,310.0,45.0,112.0,148.0,162.0,58.0,34.0,33.0,11.0,25.0,7.0,2.0,102.0,6.0,1.0,6.0,6.0,18.0,29.0,7.0,87.0
